,BHK,Area,Price,Location
336,3 BHK,1500 Sq.Ft,82 L,"Uttarahalli,Bangalore"
337,1 BHK,670 Sq.Ft,52.07 L,"Kannamangala,Bangalore"
338,1 BHK,670 Sq.Ft,52.07 L,"Kannamangala,Bangalore"
339,2 BHK,1361 Sq.Ft,1.01 Cr,"Kannamangala,Bangalore"
340,2 BHK,1361 Sq.Ft,1.01 Cr,"Kannamangala,Bangalore"
341,2 BHK,1096 Sq.Ft,82.31 L,"Kannamangala,Bangalore"
342,2 BHK,1096 Sq.Ft,82.31 L,"Kannamangala,Bangalore"
343,2 BHK,1380 Sq.Ft,1.02 Cr,"Kannamangala,Bangalore"
344,2 BHK,1380 Sq.Ft,1.02 Cr,"Kannamangala,Bangalore"
345,3 BHK,1523 Sq.Ft,1.12 Cr,"Kannamangala,Bangalore"
346,3 BHK,1523 Sq.Ft,1.12 Cr,"Kannamangala,Bangalore"
347,2 BHK,1105 Sq.Ft,82.95 L,"Kannamangala,Bangalore"
348,2 BHK,1105 Sq.Ft,82.95 L,"Kannamangala,Bangalore"
349,3 BHK,1498 Sq.Ft,1.1 Cr,"Kannamangala,Bangalore"
350,3 BHK,1498 Sq.Ft,1.1 Cr,"Kannamangala,Bangalore"
351,2 BHK,1050 Sq.Ft,68.23 L,"Thanisandra,Bangalore"
352,3 BHK,1350 Sq.Ft,86.01 L,"Thanisandra,Bangalore"
353,2 BHK,1030 Sq.Ft,67.05 L,"Thanisandra,Bangalore"
354,2 BHK,1100 Sq.Ft,71.2 L,"Thanisandra,Bangalore"
355,3 BHK,1400 Sq.Ft,88.62 L,"Thanisandra,Bangalore"
356,1 BHK,500 Sq.Ft,23 L,"Varthur,Bangalore"
357,2 BHK,860 Sq.Ft,39.56 L,"Varthur,Bangalore"
358,2 BHK,1174 Sq.Ft,76.95 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
359,2 BHK,878 Sq.Ft,58.3 L,"Chikkanayakanahalli at Off Sarjapur,Bangalore"
360,3 BHK,1640 Sq.Ft,1.22 Cr,"Uttarahalli,Bangalore"
361,4 BHK,1890 Sq.Ft,1.4 Cr,"Uttarahalli,Bangalore"
362,4 BHK,1885 Sq.Ft,1.4 Cr,"Uttarahalli,Bangalore"
363,3 BHK,1715 Sq.Ft,1.28 Cr,"Uttarahalli,Bangalore"
364,3 BHK,1780 Sq.Ft,1.32 Cr,"Uttarahalli,Bangalore"
365,3 BHK,1885 Sq.Ft,1.4 Cr,"Uttarahalli,Bangalore"
366,3 BHK,1750 Sq.Ft,1.3 Cr,"Uttarahalli,Bangalore"
367,3 BHK,1685 Sq.Ft,1.25 Cr,"Uttarahalli,Bangalore"
368,3 BHK,1890 Sq.Ft,1.4 Cr,"Uttarahalli,Bangalore"
369,2 BHK,1290 Sq.Ft,97.83 L,"Uttarahalli,Bangalore"
370,3 BHK,1820 Sq.Ft,1.35 Cr,"Uttarahalli,Bangalore"
371,2 BHK,1580 Sq.Ft,1.18 Cr,"Uttarahalli,Bangalore"
372,3 BHK,1760 Sq.Ft,1.31 Cr,"Uttarahalli,Bangalore"
373,3 BHK,1700 Sq.Ft,1.27 Cr,"Uttarahalli,Bangalore"
374,2 BHK,1570 Sq.Ft,1.17 Cr,"Uttarahalli,Bangalore"
375,3 BHK,1830 Sq.Ft,1.36 Cr,"Uttarahalli,Bangalore"
376,3 BHK,1740 Sq.Ft,1.29 Cr,"Uttarahalli,Bangalore"
377,2 BHK,1460 Sq.Ft,1.09 Cr,"Uttarahalli,Bangalore"
378,3 BHK,1815 Sq.Ft,1.35 Cr,"Uttarahalli,Bangalore"
379,3 BHK,1785 Sq.Ft,1.33 Cr,"Uttarahalli,Bangalore"
380,2 BHK,1470 Sq.Ft,1.1 Cr,"Uttarahalli,Bangalore"
381,3 BHK,1770 Sq.Ft,1.32 Cr,"Begur,Bangalore"
382,3 BHK,1740 Sq.Ft,1.29 Cr,"Begur,Bangalore"
383,3 BHK,1675 Sq.Ft,1.25 Cr,"Begur,Bangalore"
384,2 BHK,1285 Sq.Ft,97.47 L,"Begur,Bangalore"
385,2 BHK,1185 Sq.Ft,90.35 L,"Begur,Bangalore"
386,2 BHK,1455 Sq.Ft,1.09 Cr,"Begur,Bangalore"
387,2 BHK,1575 Sq.Ft,1.18 Cr,"Begur,Bangalore"
388,3 BHK,1765 Sq.Ft,1.31 Cr,"Begur,Bangalore"
389,2 BHK,1635 Sq.Ft,1.22 Cr,"Begur,Bangalore"
390,2 BHK,1308 Sq.Ft,68.2 L,"Kalkere,Bangalore"
391,2 BHK,1186 Sq.Ft,62.5 L,"Kalkere,Bangalore"
392,3 BHK,1319 Sq.Ft,68.71 L,"Kalkere,Bangalore"
393,2 BHK,1248 Sq.Ft,65.4 L,"Kalkere,Bangalore"
394,3 BHK,1554 Sq.Ft,81.56 L,"Kalkere,Bangalore"
395,2 BHK,1299 Sq.Ft,67.78 L,"Kalkere,Bangalore"
396,2 BHK,1231 Sq.Ft,64.6 L,"Kalkere,Bangalore"
397,3 BHK,1471 Sq.Ft,75.81 L,"Kalkere,Bangalore"
398,2 BHK,1272 Sq.Ft,66.52 L,"Kalkere,Bangalore"
399,2 BHK,1286 Sq.Ft,67.17 L,"Kalkere,Bangalore"
400,2 BHK,1221 Sq.Ft,64.13 L,"Kalkere,Bangalore"
401,3 BHK,1610 Sq.Ft,73.48 L,"Kalkere,Bangalore"
402,2 BHK,1267 Sq.Ft,66.28 L,"Kalkere,Bangalore"
403,2 BHK,1265 Sq.Ft,66.19 L,"Kalkere,Bangalore"
404,3 BHK,1320 Sq.Ft,83.08 L,"Varthur,Bangalore"
405,3 BHK,1421 Sq.Ft,89.06 L,"Varthur,Bangalore"
406,3 BHK,1321 Sq.Ft,83.14 L,"Varthur,Bangalore"
407,2 BHK,1102 Sq.Ft,70.16 L,"Varthur,Bangalore"
408,3 BHK,1401 Sq.Ft,87.88 L,"Varthur,Bangalore"
409,2 BHK,1100 Sq.Ft,70.05 L,"Varthur,Bangalore"
410,3 BHK,1429 Sq.Ft,1.03 Cr,"Kasavanahalli,Bangalore"
411,2 BHK,1110 Sq.Ft,52.66 L,"Varthur,Bangalore"
412,2 BHK,1175 Sq.Ft,55.52 L,"Varthur,Bangalore"
413,2 BHK,1120 Sq.Ft,53.1 L,"Varthur,Bangalore"
414,3 BHK,1320 Sq.Ft,61.9 L,"Varthur,Bangalore"
415,2 BHK,1315 Sq.Ft,61.68 L,"Varthur,Bangalore"
416,3 BHK,1450 Sq.Ft,67.62 L,"Varthur,Bangalore"
417,3 BHK,1285 Sq.Ft,60.36 L,"Varthur,Bangalore"
418,3 BHK,1290 Sq.Ft,60.58 L,"Varthur,Bangalore"
419,3 BHK,1590 Sq.Ft,73.78 L,"Varthur,Bangalore"
420,2 BHK,1090 Sq.Ft,51.78 L,"Varthur,Bangalore"
421,3 BHK,1825 Sq.Ft,84.12 L,"Varthur,Bangalore"
422,2 BHK,1200 Sq.Ft,56.62 L,"Varthur,Bangalore"
423,2 BHK,1155 Sq.Ft,56.59 L,"Kadugodi,Bangalore"
424,2 BHK,970 Sq.Ft,47.53 L,"Kadugodi,Bangalore"
425,3 BHK,1687 Sq.Ft,82.66 L,"Kadugodi,Bangalore"
426,2 BHK,1124 Sq.Ft,55.07 L,"Kadugodi,Bangalore"
427,None,2400 Sq.Ft,47.97 L,"Jigani,Bangalore"
428,None,1200 Sq.Ft,23.98 L,"Jigani,Bangalore"
429,3 BHK,1240 Sq.Ft,43.4 L,"Avalahalli Off Sarjapur Road,Bangalore"
430,2 BHK,1000 Sq.Ft,35 L,"Avalahalli Off Sarjapur Road,Bangalore"
431,2 BHK,1088 Sq.Ft,38.08 L,"Avalahalli Off Sarjapur Road,Bangalore"
432,3 BHK,1257 Sq.Ft,43.99 L,"Avalahalli Off Sarjapur Road,Bangalore"
433,3 BHK,1322 Sq.Ft,46.27 L,"Avalahalli Off Sarjapur Road,Bangalore"
434,2 BHK,1125 Sq.Ft,39.37 L,"Avalahalli Off Sarjapur Road,Bangalore"
435,2 BHK,1025 Sq.Ft,35.87 L,"Avalahalli Off Sarjapur Road,Bangalore"
436,2 BHK,1105 Sq.Ft,38.67 L,"Avalahalli Off Sarjapur Road,Bangalore"
437,2 BHK,1128 Sq.Ft,45.1 L,"Krishnarajapura,Bangalore"
438,2 BHK,1068 Sq.Ft,42.7 L,"Krishnarajapura,Bangalore"
439,4 BHK,2696 Sq.Ft,1.58 Cr,"Budigere Cross,Bangalore"
440,4 BHK,2300 Sq.Ft,98.72 L,"Budigere Cross,Bangalore"
441,4 BHK,2946 Sq.Ft,1.73 Cr,"Budigere Cross,Bangalore"
442,2 BHK,965 Sq.Ft,28.95 L,"Electronic City Phase 1,Bangalore"
443,2 BHK,1032 Sq.Ft,30.96 L,"Electronic City Phase 1,Bangalore"
444,2 BHK,951 Sq.Ft,28.53 L,"Electronic City Phase 1,Bangalore"
445,2 BHK,1007 Sq.Ft,30.21 L,"Electronic City Phase 1,Bangalore"
446,3 BHK,2153 Sq.Ft,1.39 Cr,"Kannur on Thanisandra Main Road,Bangalore"
447,3 BHK,2293 Sq.Ft,1.49 Cr,"Kannur on Thanisandra Main Road,Bangalore"
448,3 BHK,2019 Sq.Ft,1.31 Cr,"Kannur on Thanisandra Main Road,Bangalore"
449,3 BHK,1853 Sq.Ft,1.2 Cr,"Kannur on Thanisandra Main Road,Bangalore"
450,3 BHK,2100 Sq.Ft,1.2 Cr,"Narayanapura on Hennur Main Road,Bangalore"
451,3 BHK,1780 Sq.Ft,1.02 Cr,"Narayanapura on Hennur Main Road,Bangalore"
452,4 BHK,2900 Sq.Ft,1.66 Cr,"Narayanapura on Hennur Main Road,Bangalore"
453,2 BHK,1400 Sq.Ft,80.5 L,"Narayanapura on Hennur Main Road,Bangalore"
454,3 BHK,1371 Sq.Ft,41.13 L,"Electronic City Phase 1,Bangalore"
455,3 BHK,1374 Sq.Ft,41.22 L,"Electronic City Phase 1,Bangalore"
456,2 BHK,933 Sq.Ft,27.99 L,"Electronic City Phase 1,Bangalore"
457,2 BHK,1359 Sq.Ft,40.77 L,"Electronic City Phase 1,Bangalore"
458,3 BHK,1380 Sq.Ft,41.4 L,"Electronic City Phase 1,Bangalore"
459,2 BHK,1117 Sq.Ft,33.51 L,"Electronic City Phase 1,Bangalore"
460,2 BHK,1378 Sq.Ft,41.34 L,"Electronic City Phase 1,Bangalore"
461,2 BHK,1194 Sq.Ft,35.82 L,"Electronic City Phase 1,Bangalore"
462,3 BHK,1457 Sq.Ft,43.71 L,"Electronic City Phase 1,Bangalore"
463,2 BHK,1201 Sq.Ft,36.03 L,"Electronic City Phase 1,Bangalore"
464,2 BHK,1198 Sq.Ft,35.94 L,"Electronic City Phase 1,Bangalore"
465,3 BHK,1309 Sq.Ft,39.27 L,"Electronic City Phase 1,Bangalore"
466,3 BHK,1290 Sq.Ft,38.7 L,"Electronic City Phase 1,Bangalore"
467,3 BHK,1288 Sq.Ft,38.64 L,"Electronic City Phase 1,Bangalore"
468,3 BHK,1298 Sq.Ft,38.94 L,"Electronic City Phase 1,Bangalore"
469,3 BHK,1300 Sq.Ft,39 L,"Electronic City Phase 1,Bangalore"
470,4 BHK,2061 Sq.Ft,61.83 L,"Electronic City Phase 1,Bangalore"
471,4 BHK,1920 Sq.Ft,57.6 L,"Electronic City Phase 1,Bangalore"
472,2 BHK,1286 Sq.Ft,38.58 L,"Electronic City Phase 1,Bangalore"
473,3 BHK,1394 Sq.Ft,41.82 L,"Electronic City Phase 1,Bangalore"
474,3 BHK,1266 Sq.Ft,37.98 L,"Electronic City Phase 1,Bangalore"
475,3 BHK,1270 Sq.Ft,38.1 L,"Electronic City Phase 1,Bangalore"
476,3 BHK,1469 Sq.Ft,58.76 L,"Sarjapur,Bangalore"
477,2 BHK,1185 Sq.Ft,47.4 L,"Sarjapur,Bangalore"
478,3 BHK,1391 Sq.Ft,55.64 L,"Sarjapur,Bangalore"
479,3 BHK,1428 Sq.Ft,57.12 L,"Sarjapur,Bangalore"
480,2 BHK,1068 Sq.Ft,42.72 L,"Sarjapur,Bangalore"
481,3 BHK,1245 Sq.Ft,67.11 L,"Whitefield Hope Farm Junction,Bangalore"
482,2 BHK,1000 Sq.Ft,54.99 L,"Whitefield Hope Farm Junction,Bangalore"
483,3 BHK,1275 Sq.Ft,68.6 L,"Whitefield Hope Farm Junction,Bangalore"
484,3 BHK,1180 Sq.Ft,63.9 L,"Whitefield Hope Farm Junction,Bangalore"
485,2 BHK,1005 Sq.Ft,55.24 L,"Whitefield Hope Farm Junction,Bangalore"
486,2 BHK,1035 Sq.Ft,56.72 L,"Whitefield Hope Farm Junction,Bangalore"
487,2 BHK,1155 Sq.Ft,48.51 L,"Electronic City Phase 1,Bangalore"
488,2 BHK,1055 Sq.Ft,44.31 L,"Electronic City Phase 1,Bangalore"
489,3 BHK,1350 Sq.Ft,56.7 L,"Electronic City Phase 1,Bangalore"
490,2 BHK,1030 Sq.Ft,43.26 L,"Electronic City Phase 1,Bangalore"
491,2 BHK,1065 Sq.Ft,44.73 L,"Electronic City Phase 1,Bangalore"
492,2 BHK,1124 Sq.Ft,50.58 L,"JP Nagar Phase 3,Bangalore"
493,2 BHK,1180 Sq.Ft,53.1 L,"JP Nagar Phase 3,Bangalore"
494,2 BHK,1162 Sq.Ft,52.29 L,"JP Nagar Phase 3,Bangalore"
495,3 BHK,1651 Sq.Ft,74.29 L,"JP Nagar Phase 3,Bangalore"
496,2 BHK,1122 Sq.Ft,50.49 L,"JP Nagar Phase 3,Bangalore"
497,2 BHK,1246 Sq.Ft,56.07 L,"JP Nagar Phase 3,Bangalore"
498,2 BHK,1170 Sq.Ft,52.65 L,"JP Nagar Phase 3,Bangalore"
499,2 BHK,1134 Sq.Ft,51.03 L,"JP Nagar Phase 3,Bangalore"
500,2 BHK,1099 Sq.Ft,49.45 L,"JP Nagar Phase 3,Bangalore"
501,None,1500 Sq.Ft,93 L,"Yelahanka,Bangalore"
502,None,1200 Sq.Ft,74.4 L,"Yelahanka,Bangalore"
503,None,800 Sq.Ft,24 L,"Sarjapur,Bangalore"
504,None,1200 Sq.Ft,36 L,"Sarjapur,Bangalore"
505,3 BHK,1040 Sq.Ft,56 L,"Electronic City Phase II,Bangalore"
506,2 BHK,1166 Sq.Ft,65 L,"Nagarbhavi,Bangalore"
507,2 BHK,925 Sq.Ft,48 L,"Bagaluru Near Yelahanka,Bangalore"
508,2 BHK,1166 Sq.Ft,65 L,"Nagarbhavi,Bangalore"
509,2 BHK,800 Sq.Ft,82.8 L,"Kengeri,Bangalore"
510,2 BHK,615 Sq.Ft,18.5 L,"Nagarbhavi,Bangalore"
511,2 BHK,615 Sq.Ft,18.5 L,"Nagarbhavi,Bangalore"
512,3 BHK,1700 Sq.Ft,1.27 Cr,"Thanisandra,Bangalore"
513,2 BHK,905 Sq.Ft,42.9 L,"Bagalur,Bangalore"
514,5 BHK,1900 Sq.Ft,69 L,"Cheemasandra,Bangalore"
515,2 BHK,1150 Sq.Ft,49 L,"K Channasandra,Bangalore"
516,3 BHK,1000 Sq.Ft,1.15 Cr,"Vijayanagar,Bangalore"
517,3 BHK,1185 Sq.Ft,60 L,"CV Raman Nagar,Bangalore"
518,2 BHK,800 Sq.Ft,50 L,"Chandapura,Bangalore"
519,3 BHK,1390 Sq.Ft,1.2 Cr,"Dasarahalli on Tumkur Road,Bangalore"
520,2 BHK,1040 Sq.Ft,44.55 L,"Subramanyapura,Bangalore"
521,2 BHK,1200 Sq.Ft,77.2 L,"Varthur,Bangalore"
522,5 BHK,1900 Sq.Ft,92 L,"HBR Layout,Bangalore"
523,2 BHK,980 Sq.Ft,60 L,"Vidyaranyapura,Bangalore"
524,2 BHK,1150 Sq.Ft,35 L,"Padmanabhanagar,Bangalore"
525,2 BHK,1100 Sq.Ft,31.5 L,"Bommasandra,Bangalore"
526,2 BHK,1315 Sq.Ft,54.9 L,"Kodipur,Bangalore"
527,3 BHK,1250 Sq.Ft,65 L,"Subramanyapura,Bangalore"
528,3 BHK,2400 Sq.Ft,2.4 Cr,"BTM Layout,Bangalore"
529,6 BHK,2100 Sq.Ft,1.25 Cr,"Nagarbhavi,Bangalore"
530,2 BHK,1150 Sq.Ft,50 L,"Horamavu,Bangalore"
531,4 BHK,2900 Sq.Ft,1.2 Cr,"Sidedahalli,Bangalore"
532,2 BHK,1005 Sq.Ft,43 L,"CV Raman Nagar,Bangalore"
533,3 BHK,3100 Sq.Ft,2.35 Cr,"Hoskote,Bangalore"
534,4 BHK,2500 Sq.Ft,1.3 Cr,"Hebbal,Bangalore"
535,3 BHK,1290 Sq.Ft,79 L,"Kumaraswamy Layout,Bangalore"
536,4 BHK,6879 Sq.Ft,11 Cr,"Devanahalli,Bangalore"
537,2 BHK,1200 Sq.Ft,1.7 Cr,"Munnekollal,Bangalore"
538,2 BHK,983 Sq.Ft,70 L,"Devanahalli,Bangalore"
539,3 BHK,1552 Sq.Ft,70 L,"Sarjapur,Bangalore"
540,2 BHK,750 Sq.Ft,33 L,"Kadugondanahalli,Bangalore"
541,3 BHK,1650 Sq.Ft,78 L,"Horamavu,Bangalore"
542,2 BHK,983 Sq.Ft,70 L,"Devanahalli,Bangalore"
543,2 BHK,814 Sq.Ft,50 L,"Nelamangala,Bangalore"
544,3 BHK,1630 Sq.Ft,1.55 Cr,"Kogilu,Bangalore"
545,3 BHK,2000 Sq.Ft,1.1 Cr,"Chandapura,Bangalore"
546,3 BHK,1810 Sq.Ft,1.65 Cr,"Vijayanagar,Bangalore"
547,3 BHK,1450 Sq.Ft,87.5 L,"Nagarbhavi,Bangalore"
548,2 BHK,651 Sq.Ft,92 L,"Laggere,Bangalore"
549,2 BHK,1022 Sq.Ft,48 L,"Vijayanagar,Bangalore"
550,2 BHK,1398 Sq.Ft,90 L,"Yelahanka New Town,Bangalore"
551,3 BHK,1250 Sq.Ft,59 L,"Konanakunte,Bangalore"
552,2 BHK,1050 Sq.Ft,70 L,"J. P. Nagar,Bangalore"
553,10 BHK,6500 Sq.Ft,2.05 Cr,"Electronics City,Bangalore"
554,4 BHK,3000 Sq.Ft,2.6 Cr,"RR Nagar,Bangalore"
555,3 BHK,2000 Sq.Ft,79 L,"Electronics City,Bangalore"
556,2 BHK,1300 Sq.Ft,65 L,"Electronics City,Bangalore"
557,3 BHK,1252 Sq.Ft,75 L,"Avalahalli Off Sarjapur Road,Bangalore"
558,2 BHK,990 Sq.Ft,31 L,"Sarjapur,Bangalore"
559,3 BHK,1625 Sq.Ft,1.25 Cr,"Sanjaynagar,Bangalore"
560,3 BHK,1315 Sq.Ft,58 L,"Uttarahalli Hobli,Bangalore"
561,4 BHK,2600 Sq.Ft,1.6 Cr,"Hebbal,Bangalore"
562,2 BHK,1030 Sq.Ft,45 L,"Horamavu,Bangalore"
563,4 BHK,2300 Sq.Ft,1.2 Cr,"Sunkadakatte,Bangalore"
564,1 BHK,605 Sq.Ft,41.99 L,"Whitefield Hope Farm Junction,Bangalore"
565,2 BHK,982 Sq.Ft,69.99 L,"Whitefield Hope Farm Junction,Bangalore"
566,3 BHK,1234 Sq.Ft,89.99 L,"Whitefield Hope Farm Junction,Bangalore"
567,1 BHK,700 Sq.Ft,48.83 L,"Talaghattapura,Bangalore"
568,3 BHK,1125 Sq.Ft,84 L,"Talaghattapura,Bangalore"
569,3 BHK,1100 Sq.Ft,83.21 L,"Talaghattapura,Bangalore"
570,3 BHK,1300 Sq.Ft,1 Cr,"Talaghattapura,Bangalore"
571,3 BHK,773 Sq.Ft,65.3 L,"Kumbalgodu,Bangalore"
572,2 BHK,623 Sq.Ft,54.6 L,"Kumbalgodu,Bangalore"
573,3 BHK,1809 Sq.Ft,96 L,"Electronics City,Bangalore"
574,2 BHK,1150 Sq.Ft,79 L,"Kalyan Nagar,Bangalore"
575,2 BHK,1120 Sq.Ft,50 L,"Horamavu,Bangalore"
576,2 BHK,1196 Sq.Ft,75 L,"Ramamurthy Nagar,Bangalore"
577,2 BHK,1128 Sq.Ft,77 L,"Electronic City Phase 1,Bangalore"
578,2 BHK,1900 Sq.Ft,92 L,"HBR Layout,Bangalore"
579,3 BHK,2200 Sq.Ft,1.35 Cr,"Jnana Ganga Nagar,Bangalore"
580,1 BHK,405 Sq.Ft,20 L,"Lal Bahadur Shastri Nagar,Bangalore"
581,5 BHK,3500 Sq.Ft,2.25 Cr,"Jnana Ganga Nagar,Bangalore"
582,6 BHK,2600 Sq.Ft,1.2 Cr,"Vidyaranyapura,Bangalore"
583,4 BHK,1235 Sq.Ft,98 L,"Narayanapura on Hennur Main Road,Bangalore"
584,2 BHK,1200 Sq.Ft,48 L,"RR Nagar,Bangalore"
585,2 BHK,1235 Sq.Ft,86 L,"Varthur,Bangalore"
586,1 BHK,570 Sq.Ft,45.49 L,"Whitefield Hope Farm Junction,Bangalore"
587,2 BHK,1110 Sq.Ft,65.29 L,"Whitefield Hope Farm Junction,Bangalore"
588,2 BHK,880 Sq.Ft,55.79 L,"Whitefield Hope Farm Junction,Bangalore"
589,3 BHK,2122 Sq.Ft,2.2 Cr,"Bellandur,Bangalore"
590,3 BHK,1650 Sq.Ft,75 L,"Horamavu,Bangalore"
591,3 BHK,1200 Sq.Ft,59 L,"Chandapura,Bangalore"
592,3 BHK,1600 Sq.Ft,90 L,"Vidyaranyapura,Bangalore"
593,3 BHK,1848 Sq.Ft,1.85 Cr,"Vijayanagar,Bangalore"
594,4 BHK,1724 Sq.Ft,1.2 Cr,"Sarjapur Road Post Railway Crossing,Bangalore"
595,2 BHK,650 Sq.Ft,28 L,"Kengeri Satellite Town,Bangalore"
596,2 BHK,1100 Sq.Ft,63 L,"Nagarbhavi,Bangalore"
597,3 BHK,1290 Sq.Ft,79 L,"Kumaraswamy Layout,Bangalore"
598,3 BHK,1850 Sq.Ft,1.1 Cr,"J. P. Nagar,Bangalore"
599,2 BHK,1150 Sq.Ft,78 L,"Electronic City Phase 2,Bangalore"
600,2 BHK,1150 Sq.Ft,78 L,"Electronic City Phase 2,Bangalore"
601,3 BHK,2720 Sq.Ft,3.26 Cr,"Kartik Nagar,Bangalore"
602,2 BHK,1180 Sq.Ft,85 L,"Vibhutipura,Bangalore"
603,2 BHK,1182 Sq.Ft,38.96 L,"Sarjapur,Bangalore"
604,2 BHK,1182 Sq.Ft,38.96 L,"Sarjapur,Bangalore"
605,3 BHK,1398 Sq.Ft,45.44 L,"Sarjapur,Bangalore"
606,3 BHK,1398 Sq.Ft,45.44 L,"Sarjapur,Bangalore"
607,3 BHK,1467 Sq.Ft,47.51 L,"Sarjapur,Bangalore"
608,3 BHK,1467 Sq.Ft,47.51 L,"Sarjapur,Bangalore"
609,2 BHK,1068 Sq.Ft,35.54 L,"Sarjapur,Bangalore"
610,2 BHK,1068 Sq.Ft,35.54 L,"Sarjapur,Bangalore"
611,3 BHK,1399 Sq.Ft,45.47 L,"Sarjapur,Bangalore"
612,3 BHK,1399 Sq.Ft,45.47 L,"Sarjapur,Bangalore"
613,1 BHK,632 Sq.Ft,48.29 L,"Singasandra,Bangalore"
614,1 BHK,615 Sq.Ft,46.99 L,"Singasandra,Bangalore"
615,2 BHK,965 Sq.Ft,75.48 L,"Singasandra,Bangalore"
616,3 BHK,1498 Sq.Ft,1.15 Cr,"Singasandra,Bangalore"
617,2 BHK,946 Sq.Ft,73.99 L,"Singasandra,Bangalore"
618,3 BHK,1850 Sq.Ft,2 Cr,"Richmond Town,Bangalore"
619,2 BHK,982 Sq.Ft,61 L,"Kannur on Thanisandra Main Road,Bangalore"
620,3 BHK,1750 Sq.Ft,99 L,"Sarjapur,Bangalore"
621,3 BHK,1597 Sq.Ft,1.45 Cr,"Marathahalli,Bangalore"
622,2 BHK,1167 Sq.Ft,45 L,"Chickpet,Bangalore"
623,3 BHK,1960 Sq.Ft,65 L,"Ramamurthy Nagar,Bangalore"
624,5 BHK,4350 Sq.Ft,5.1 Cr,"Bagaluru Near Yelahanka,Bangalore"
625,None,5874 Sq.Ft,49 L,"Dabaspete,Bangalore"
626,None,1200 Sq.Ft,1.26 Cr,"BTM Layout,Bangalore"
627,None,1200 Sq.Ft,40 L,"Dasanapura,Bangalore"
628,None,1200 Sq.Ft,31.8 L,"Jigani,Bangalore"
629,None,1200 Sq.Ft,1.1 Cr,"Jakkur,Bangalore"
630,None,1200 Sq.Ft,35 L,"Yelahanka,Bangalore"
631,None,1330 Sq.Ft,25 L,"Kurubarahalli on Magadi Road,Bangalore"
632,None,1454 Sq.Ft,53.79 L,"Devanahalli,Bangalore"
633,None,1200 Sq.Ft,60 L,"Electronics City,Bangalore"
634,None,620 Sq.Ft,51 L,"RR Nagar,Bangalore"
635,None,1500 Sq.Ft,22.48 L,"Karudabande Hosahalli,Bangalore"
636,None,2400 Sq.Ft,35.97 L,"Karudabande Hosahalli,Bangalore"
637,None,1200 Sq.Ft,17.98 L,"Karudabande Hosahalli,Bangalore"
638,None,2400 Sq.Ft,1.98 Cr,"Off Bannerghatta Road,Bangalore"
639,None,1200 Sq.Ft,82 L,"Sunkadakatte,Bangalore"
640,None,1454 Sq.Ft,53.79 L,"Devanahalli,Bangalore"
641,None,1200 Sq.Ft,60 L,"Electronics City,Bangalore"
642,None,1200 Sq.Ft,15.6 L,"Malur,Bangalore"
643,None,1200 Sq.Ft,24 L,"Vinayakanagar,Bangalore"
644,None,1200 Sq.Ft,51 L,"Chandapura,Bangalore"
645,None,1750 Sq.Ft,1.22 Cr,"Sunkadakatte,Bangalore"
646,4 BHK,2400 Sq.Ft,88.99 L,"Marsur,Bangalore"
647,3 BHK,1574 Sq.Ft,1.02 Cr,"Kalyan Nagar,Bangalore"
648,2 BHK,800 Sq.Ft,48 L,"Kumbalgodu,Bangalore"
649,2 BHK,1271 Sq.Ft,85 L,"Kannur on Thanisandra Main Road,Bangalore"
650,None,1200 Sq.Ft,51.6 L,"Electronics City,Bangalore"
651,None,2400 Sq.Ft,2.16 Cr,"Bilekahalli,Bangalore"
652,None,800 Sq.Ft,28 L,"Andrahalli,Bangalore"
653,2 BHK,1070 Sq.Ft,48.15 L,"Hulimavu,Bangalore"
654,4 BHK,2400 Sq.Ft,3.84 Cr,"Sanjay Nagar,Bangalore"
655,3 BHK,1850 Sq.Ft,78 L,"Hennur,Bangalore"
656,2 BHK,880 Sq.Ft,55 L,"Kumbalgodu,Bangalore"
657,2 BHK,880 Sq.Ft,60 L,"Kumbalgodu,Bangalore"
658,3 BHK,1820 Sq.Ft,1.9 Cr,"JP Nagar Phase 7,Bangalore"
659,4 BHK,7000 Sq.Ft,4.25 Cr,"Banashankari,Bangalore"
660,3 BHK,1800 Sq.Ft,1.29 Cr,"Nagarbhavi,Bangalore"
661,4 BHK,4000 Sq.Ft,4.5 Cr,"Sanjay Nagar,Bangalore"
662,4 BHK,2200 Sq.Ft,1.3 Cr,"Horamavu,Bangalore"
663,4 BHK,3000 Sq.Ft,2 Cr,"Horamavu,Bangalore"
664,None,1200 Sq.Ft,96 L,"HBR Layout,Bangalore"
665,None,1200 Sq.Ft,40 L,"Jyothi Nagar,Bangalore"
666,2 BHK,921 Sq.Ft,32.44 L,"Chandapura,Bangalore"
667,2 BHK,1011 Sq.Ft,35.46 L,"Chandapura,Bangalore"
668,2 BHK,1038 Sq.Ft,36.37 L,"Chandapura,Bangalore"
669,10 BHK,6600 Sq.Ft,2.2 Cr,"Horamavu,Bangalore"
670,2 BHK,1168 Sq.Ft,88 L,"RR Nagar,Bangalore"
671,3 BHK,1673 Sq.Ft,1.06 Cr,"Sarjapur,Bangalore"
672,4 BHK,3418 Sq.Ft,2.75 Cr,"Sarjapur,Bangalore"
673,3 BHK,1700 Sq.Ft,1.1 Cr,"BTM Layout,Bangalore"
